Order_ID,Order_Date,Customer_ID,Customer_Name,  Gender,Age,Country,Region,Product_ID,Product_Name,Category,Sub_Category,Quantity, Unit_Price ,Discount, Revenue ,Cost , Profit ,Payment_method ,Sales_Channel ,Shipping_Days ,Returned, Customer_Rating
1031,08/02/2009,231,Lizzy Gold,Female,53,Canada,West,531,Running Shoes,Sports,Shoes,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,3
1032,09/02/2009,232,Olivia Beck,Female,54,Canada,East,532,Laptop Pro,Electronics,Laptop,1,900,0.05,1710,1200,510,Credit Card,Store,,No,4
1033,10/02/2009,233,Tony Lopez,Male,32,Canada,South,533,Office Chair,Home,Chair,1,120,0.1,108,70,38,PayPal,Online,,No,4
1034,11/02/2009,234,Kate Jenner,Female,33,Canada,West,534,Galaxy A07,Electronics,phone,1,1500,0.08,1380,1000,380,Credit Card,store,,No,4
1035,12/02/2009,235,Ishmael Jones,Male,34,Canada,South,535,Basketball,Sports,Ball,1,900,0.05,1710,1200,510,Debit Card,Online,,No,4
1036,13/02/2009,236,Lizzy Luis,Female,35,Canada,South,536,Summer dress,Clothing,Dress,1,120,0.1,108,70,38,PayPal,Store,,No,5
1037,14/02/2009,237,Dean Terry,Female,36,Canada,East,537,Denim Jacket,Clothing,Jacket,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,5
1038,15/02/2009,238,Johnny Woods,Male,37,Canada,North,538,Blue hat,Clothing,Hat,1,800,250,0.05,475,320,Credit Card,Online,,No,5
1039,16/02/2009,239,Stephen Cary,Female,38,Canada,West,539,Cookware,Home,Pot,1,900,0.05,1710,1200,510,Credit Card,Online,,No,3
1040,17/02/2009,240,John Smith,Female,39,Canada,North,540,Ladle,Home,Spoon,1,120,0.1,108,70,38,Credit Card,Store,,No,5
1041,18/02/2009,241,Sarah Brown,Female,40,Canada,South,541,iPhone 13,Electronics,phone,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,4
1042,19/02/2009,242,David Wilson,Female,41,Canada,East,542,Running Shoes,Sports,Shoes,1,800,250,0.05,475,320,Credit Card,Online,,No,5
1043,20/02/2009,243,Emma Johnson,Female,42,Canada,North,543,Laptop Pro,Electronics,Laptop,1,900,0.05,1710,1200,510,Credit Card,Store,,No,3
1044,21/02/2009,244,Anthony Walsh,Female,43,Canada,West,544,Office Chair,Home,Chair,1,120,0.1,108,70,38,Credit Card,Online,,No,4
1045,22/02/2009,245,Lizzy Gold,Female,44,Canada,West,545,Galaxy A07,Electronics,phone,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,4
1046,23/02/2009,246,Olivia Beck,Female,45,Canada,North,546,Basketball,Sports,Ball,1,900,0.05,1710,1200,510,Credit Card,Store,,No,5
1047,24/02/2009,247,Tony Lopez,Female,46,Canada,West,547,Summer dress,Clothing,Dress,1,120,0.1,108,70,38,PayPal,Online,,No,5
1048,25/02/2009,248,Kate Jenner,Female,47,Canada,East,548,Denim Jacket,Clothing,Jacket,1,900,0.05,1710,1200,510,Debit Card,store,,No,4
1049,26/02/2009,249,Ishmael Jones,Female,48,Canada,South,549,Blue hat,Clothing,Hat,1,120,0.1,108,70,38,PayPal,Online,,No,5
1050,27/02/2009,250,Lizzy Luis,Female,21,Canada,North,550,Cookware,Home,Pot,1,1500,0.08,1380,1000,380,Credit Card,Store,,No,4
1051,28/02/2009,251,Dean Terry,Male,23,Canada,West,551,Ladle,Home,Spoon,1,900,0.05,1710,1200,510,Debit Card,Online,,No,3
1052,01/03/2009,252,Johnny Woods,Female,25,Canada,East,552,iPhone 13,Electronics,phone,1,120,0.1,108,70,38,PayPal,store,,No,5
1053,02/03/2009,253,Stephen Cary,Female,27,Canada,South,553,Running Shoes,Sports,Shoes,1,1500,0.08,1380,1000,380,Credit Card,store,,No,4
1054,03/03/2009,254,Samantha Jones,Female,29,Canada,West,554,Laptop Pro,Electronics,Laptop,1,900,0.05,1710,1200,510,Debit Card,store,,No,3
1055,04/03/2009,255,Summer Wilson,Female,31,Canada,South,555,Office Chair,Home,Chair,1,120,0.1,108,70,38,PayPal,store,,No,4
1056,05/03/2009,256,Nate Crew,Female,33,Canada,South,556,Galaxy A07,Electronics,phone,1,1500,0.08,1380,1000,380,Credit Card,store,,No,4
1057,06/03/2009,257,Lizzy Gibson,Female,35,Canada,East,557,Basketball,Sports,Ball,1,800,250,0.05,475,320,Credit Card,store,,No,4
1058,07/03/2009,258,Phoebe Rae,Female,37,Canada,North,558,Summer dress,Clothing,Dress,1,900,0.05,1710,1200,510,Credit Card,store,,No,4
1059,08/03/2009,259,Kelly Mitcheal,Female,39,Canada,West,559,Denim Jacket,Clothing,Jacket,1,120,0.1,108,70,38,Credit Card,store,,No,5
1060,09/03/2009,260,Stephen Cary,Female,41,Canada,North,560,Blue hat,Clothing,Hat,1,1500,0.08,1380,1000,380,Credit Card,store,,No,5
1061,10/03/2009,261,Tony Lopez,Female,43,Canada,South,561,iPhone 13,Electronics,phone,1,800,250,0.05,475,320,Credit Card,store,,No,5
1062,11/03/2009,262,Kate Jenner,Female,45,Canada,East,562,Running Shoes,Sports,Shoes,1,900,0.05,1710,1200,510,Credit Card,store,,No,3
1063,12/03/2009,263,Ishmael Jones,Female,47,Canada,North,563,Laptop Pro,Electronics,Laptop,1,120,0.1,108,70,38,Credit Card,store,,No,5
1064,13/03/2009,264,Lizzy Luis,Female,49,Canada,West,564,Office Chair,Home,Chair,1,1500,0.08,1380,1000,380,Credit Card,store,,No,4
1065,14/03/2009,265,Dean Terry,Female,51,Canada,West,565,Galaxy A07,Electronics,phone,1,900,0.05,1710,1200,510,Credit Card,store,,No,5
1066,15/03/2009,266,Johnny Woods,Female,53,Canada,North,566,Basketball,Sports,Ball,1,120,0.1,108,70,38,PayPal,store,,No,3
1067,16/03/2009,267,Stephen Cary,Female,55,Canada,West,567,Summer dress,Clothing,Dress,1,900,0.05,1710,1200,510,Debit Card,store,,No,4
1068,17/03/2009,268,Samantha Jones,Female,57,Canada,East,568,Denim Jacket,Clothing,Jacket,1,120,0.1,108,70,38,PayPal,store,,No,4
1069,18/03/2009,269,Summer Wilson,Female,59,Canada,South,569,Blue hat,Clothing,Hat,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,5
1070,19/03/2009,270,Nate Crew,Female,61,Canada,West,570,iPhone 13,Electronics,phone,1,900,0.05,1710,1200,510,Debit Card,Store,,No,5
1071,20/03/2009,271,Lizzy Gibson,Female,63,Canada,South,571,Running Shoes,Sports,Shoes,1,120,0.1,108,70,38,Credit Card,Online,,No,4
1072,21/03/2009,272,Phoebe Rae,Female,65,Canada,South,572,Laptop Pro,Electronics,Laptop,1,1500,0.08,1380,1000,380,Debit Card,store,,No,5
1073,22/03/2009,273,Kelly Mitcheal,Female,41,Canada,East,573,Office Chair,Home,Chair,1,900,0.05,1710,1200,510,PayPal,Online,,No,4
1074,23/03/2009,274,Stephen Cary,Female,43,Canada,North,574,Galaxy A07,Electronics,phone,1,120,0.1,108,70,38,Credit Card,Store,,No,3
1075,24/03/2009,275,Ken Benson,Female,45,Canada,West,575,Basketball,Sports,Ball,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,5
1076,25/03/2009,276,Ishmael Jones,Female,47,Canada,North,576,Summer dress,Clothing,Dress,1,800,250,0.05,475,320,Credit Card,store,,No,4
1077,26/03/2009,277,Lizzy Luis,Female,49,Canada,South,577,Denim Jacket,Clothing,Jacket,1,900,0.05,1710,1200,510,Credit Card,Online,,No,3
1078,27/03/2009,278,Dean Terry,Female,51,Canada,East,578,Blue hat,Clothing,Hat,1,120,0.1,108,70,38,Credit Card,Store,,No,4
1079,28/03/2009,279,Johnny Woods,Female,53,Canada,North,579,Cookware,Home,Pot,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,4
1080,29/03/2009,280,Stephen Cary,Female,55,Canada,West,580,Ladle,Home,Spoon,1,800,250,0.05,475,320,Credit Card,Online,,No,4
1081,30/03/2009,281,Samantha Jones,Female,57,Canada,East,581,iPhone 13,Electronics,phone,1,900,0.05,1710,1200,510,Credit Card,Online,,No,4
1082,31/03/2009,282,Summer Wilson,Female,59,Canada,South,582,Running Shoes,Sports,Shoes,1,120,0.1,108,70,38,Credit Card,Store,,No,5
1083,01/04/2009,283,Nate Crew,Female,61,Canada,West,583,Laptop Pro,Electronics,Laptop,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,5
1084,02/04/2009,284,Lizzy Gibson,Female,45,Canada,South,584,Office Chair,Home,Chair,1,900,0.05,1710,1200,510,PayPal,Online,,No,5
1085,03/04/2009,285,Phoebe Rae,Female,45,Canada,South,585,Galaxy A07,Electronics,phone,1,120,0.1,108,70,38,Debit Card,Store,,No,3
1086,04/04/2009,286,Kelly Mitcheal,Female,21,Canada,East,586,Basketball,Sports,Ball,1,900,0.05,1710,1200,510,PayPal,Online,,No,5
1087,05/04/2009,287,Stephen Cary,Female,67,Canada,North,587,Summer dress,Clothing,Dress,1,120,0.1,108,70,38,Credit Card,Online,,No,4
1088,06/04/2009,288,Ken Benson,Female,69,Canada,West,588,Denim Jacket,Clothing,Jacket,1,1500,0.08,1380,1000,380,Debit Card,Store,,No,5
1089,07/04/2009,289,Samantha Jones,Female,71,Canada,North,589,Blue hat,Clothing,Hat,1,900,0.05,1710,1200,510,PayPal,Online,,No,3
1090,08/04/2009,290,Summer Wilson,Female,73,Canada,South,590,Cookware,Home,Pot,1,120,0.1,108,70,38,Credit Card,store,,No,4
1091,09/04/2009,291,Nate Crew,Female,75,Canada,East,591,Ladle,Home,Spoon,1,1500,0.08,1380,1000,380,Debit Card,Online,,No,4
1092,10/04/2009,292,Lizzy Gibson,Female,22,Canada,North,592,iPhone 13,Electronics,phone,1,900,0.05,1710,1200,510,PayPal,Store,,No,5
1093,11/04/2009,293,Phoebe Rae,Female,49,Canada,West,593,Running Shoes,Sports,Shoes,1,120,0.1,108,70,38,Credit Card,Online,,No,5
1094,12/04/2009,294,Kelly Mitcheal,Female,50,Canada,West,594,Laptop Pro,Electronics,Laptop,1,1500,0.08,1380,1000,380,Credit Card,store,,No,4
1095,13/04/2009,295,Stephen Cary,Female,51,Canada,North,595,Office Chair,Home,Chair,1,800,250,0.05,475,320,Credit Card,Online,,No,5
1096,14/04/2009,296,Phoebe Rae,Female,39,Canada,West,596,Galaxy A07,Electronics,phone,1,900,0.05,1710,1200,510,Credit Card,Store,,No,4
1097,15/04/2009,297,Kelly Mitcheal,Female,53,Canada,East,597,Basketball,Sports,Ball,1,120,0.1,108,70,38,Credit Card,Online,,No,3
1098,16/04/2009,298,Kelly Mitcheal,Female,54,Canada,South,598,Summer dress,Clothing,Dress,1,1500,0.08,1380,1000,380,Credit Card,store,,No,5
1099,17/04/2009,299,Stephen Cary,Female,32,Canada,West,599,Denim Jacket,Clothing,Jacket,1,800,250,0.05,475,320,Credit Card,Online,,No,4
1100,18/04/2009,300,Ken Benson,Female,33,Canada,South,600,Blue hat,Clothing,Hat,1,900,0.05,1710,1200,510,Credit Card,Store,,No,3
1101,19/04/2009,301,Ishmael Jones,Female,34,Canada,South,601,iPhone 13,Electronics,phone,1,120,0.1,108,70,38,Credit Card,Online,,No,4
1102,20/04/2009,302,Lizzy Luis,Female,21,Canada,East,602,Running Shoes,Sports,Shoes,1,1500,0.08,1380,1000,380,Credit Card,store,,No,4
1103,21/04/2009,303,Dean Terry,Female,36,Canada,North,603,Laptop Pro,Electronics,Laptop,1,900,0.05,1710,1200,510,PayPal,Online,,No,4
1104,22/04/2009,304,Johnny Woods,Female,37,Canada,West,604,Office Chair,Home,Chair,1,120,0.1,108,70,38,Credit Card,Store,,No,4
1105,23/04/2009,305,Stephen Cary,Female,38,Canada,North,605,Galaxy A07,Electronics,phone,1,900,0.05,1710,1200,510,Debit Card,Online,,No,5
1106,24/04/2009,306,Ben Hardy,Female,34,Canada,South,606,Basketball,Sports,Ball,1,120,0.1,108,70,38,PayPal,Online,,No,5
1107,25/04/2009,307,Stephen Woods,Female,36,Canada,East,607,Summer dress,Clothing,Dress,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,5
1108,26/04/2009,308,Jerry Allen,Female,38,Canada,North,608,Denim Jacket,Clothing,Jacket,1,900,0.05,1710,1200,510,Credit Card,Store,,No,3
1109,27/04/2009,309,Otto Mian,Female,40,Canada,North,609,Blue hat,Clothing,Hat,1,120,0.1,108,70,38,Credit Card,Online,,No,5
1110,28/04/2009,310,Lana Del,Female,42,Canada,West,610,iPhone 13,Electronics,phone,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,4
1111,29/04/2009,311,Vivian June,Female,44,Canada,East,611,Running Shoes,Sports,Shoes,1,900,0.05,1710,1200,510,Credit Card,Store,,No,5
1112,30/04/2009,312,Dean Terry,Female,67,Canada,South,612,Laptop Pro,Electronics,Laptop,1,120,0.1,108,70,38,Credit Card,Online,,No,3
1113,01/05/2009,313,Johnny Woods,Female,48,Canada,West,613,Office Chair,Home,Chair,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,4
1114,02/05/2009,314,Stephen Cary,Female,34,Canada,South,614,Galaxy A07,Electronics,phone,1,800,250,0.05,475,320,Credit Card,Store,,No,4
1115,03/05/2009,315,Ben Hardy,Female,35,Canada,South,615,Basketball,Sports,Ball,1,900,0.05,1710,1200,510,Credit Card,Online,,No,5
1116,04/05/2009,316,Stephen Woods,Female,35,Canada,East,616,Summer dress,Clothing,Dress,1,120,0.1,108,70,38,Credit Card,store,,No,5
1117,05/05/2009,317,Jerry Allen,Female,35,Canada,North,617,Denim Jacket,Clothing,Jacket,1,1500,0.08,1380,1000,380,PayPal,Online,,No,4
1118,06/05/2009,318,Otto Mian,Female,35,Canada,West,618,Blue hat,Clothing,Hat,1,800,250,0.05,475,320,Debit Card,Store,,No,5
1119,07/05/2009,319,Lana Del,Female,35,Canada,North,619,Cookware,Home,Pot,1,900,0.05,1710,1200,510,PayPal,Online,,No,4
1120,08/05/2009,320,Vivian June,Female,35,Canada,South,620,Ladle,Home,Spoon,1,120,0.1,108,70,38,Credit Card,store,,No,3
1121,09/05/2009,321,Ken Benson,Female,35,Canada,East,621,iPhone 13,Electronics,phone,1,1500,0.08,1380,1000,380,Debit Card,store,,No,5
1122,10/05/2009,322,Ken Benson,Female,35,Canada,North,622,Running Shoes,Sports,Shoes,1,900,0.05,1710,1200,510,PayPal,store,,No,4
1123,11/05/2009,323,Ben Hardy,Female,35,Canada,West,623,Laptop Pro,Electronics,Laptop,1,120,0.1,108,70,38,Credit Card,store,,No,3
1124,12/05/2009,324,Stephen Woods,Male,22,Canada,West,624,Office Chair,Home,Chair,1,900,0.05,1710,1200,510,Debit Card,store,,No,4
1125,13/05/2009,325,Jerry Allen,Male,35,Canada,North,625,Galaxy A07,Electronics,phone,1,120,0.1,108,70,38,PayPal,store,,No,4
1126,14/05/2009,326,Otto Mian,Male,34,Canada,West,626,Basketball,Sports,Ball,1,1500,0.08,1380,1000,380,Credit Card,store,,No,4
1127,15/05/2009,327,Lana Del,Female,35,Canada,East,627,Summer dress,Clothing,Dress,1,900,0.05,1710,1200,510,Credit Card,store,,No,4
1128,16/05/2009,328,Vivian June,Female,35,Canada,South,628,Denim Jacket,Clothing,Jacket,1,120,0.1,108,70,38,Credit Card,store,,No,5
1129,17/05/2009,329,Marian Rose,Female,35,Canada,West,629,Blue hat,Clothing,Hat,1,1500,0.08,1380,1000,380,Credit Card,store,,No,5
1130,18/05/2009,330,Jenny Mira,Female,35,Canada,South,630,Cookware,Home,Pot,1,900,0.05,1710,1200,510,Credit Card,store,,No,5
1131,19/05/2009,331,Kira Benson,Female,67,Canada,South,631,Ladle,Home,Spoon,1,120,0.1,108,70,38,Credit Card,Online,,No,3
1132,20/05/2009,332,Bently Hogan,Female,35,Canada,East,632,iPhone 13,Electronics,phone,1,1500,0.08,1380,1000,380,Credit Card,Store,,No,5
1133,21/05/2009,333,Hughes Jenny,Female,34,Canada,North,633,Running Shoes,Sports,Shoes,1,800,250,0.05,475,320,Credit Card,Online,,No,4
1134,22/05/2009,334,Vivian June,Female,35,Canada,West,634,Laptop Pro,Electronics,Laptop,1,900,0.05,1710,1200,510,Debit Card,store,,No,5
1135,23/05/2009,335,Marian Rose,Female,21,Canada,North,635,Office Chair,Home,Chair,1,120,0.1,108,70,38,PayPal,Online,,No,3
1136,24/05/2009,336,Jenny Mira,Female,81,Canada,South,636,Galaxy A07,Electronics,phone,1,1500,0.08,1380,1000,380,Credit Card,Store,,No,4
1137,25/05/2009,337,Kira Benson,Female,35,Canada,East,637,Basketball,Sports,Ball,1,800,250,0.05,475,320,Credit Card,Online,,No,4
1138,26/05/2009,338,Bently Hogan,Female,35,Canada,North,638,Summer dress,Clothing,Dress,1,900,0.05,1710,1200,510,Credit Card,store,,No,5
1139,27/05/2009,339,Hughes Jenny,Female,22,Canada,West,639,Denim Jacket,Clothing,Jacket,10,120,0.1,108,70,38,Credit Card,Online,,No,5
1140,28/05/2009,340,Ishmael Jones,Female,23,Canada,East,640,Blue hat,Clothing,Hat,2,1500,0.08,1380,1000,380,Credit Card,Store,,No,4
1141,29/05/2009,341,Lizzy Luis,Female,24,Canada,South,641,iPhone 13,Electronics,phone,3,900,0.05,1710,1200,510,Credit Card,Online,,No,5
1142,30/05/2009,342,Dean Terry,Male,25,Canada,West,642,Running Shoes,Sports,Shoes,2,120,0.1,108,70,38,Credit Card,Online,,No,4
1143,31/05/2009,343,Johnny Woods,Male,26,Canada,South,643,Laptop Pro,Electronics,Laptop,1,900,0.05,1710,1200,510,Credit Card,Online,,No,3
1144,01/06/2009,344,John Smith,Female,27,Canada,South,644,Office Chair,Home,Chair,2,120,0.1,108,70,38,Credit Card,Store,,No,5
1145,02/06/2009,345,Sarah Brown,Female,28,Canada,East,645,Galaxy A07,Electronics,phone,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,4
1146,03/06/2009,346,David Wilson,Female,29,Canada,North,646,Basketball,Sports,Ball,1,900,0.05,1710,1200,510,PayPal,Online,,No,3
1147,04/06/2009,347,Emma Johnson,Female,30,Canada,West,647,Summer dress,Clothing,Dress,1,120,0.1,108,70,38,Debit Card,Store,,No,4
1148,05/06/2009,348,Anthony Walsh,Female,31,Canada,North,648,Denim Jacket,Clothing,Jacket,1,1500,0.08,1380,1000,380,PayPal,Online,,No,4
1149,06/06/2009,349,Lizzy Gold,Female,32,Canada,South,649,Blue hat,Clothing,Hat,1,900,0.05,1710,1200,510,Credit Card,Online,,No,4
1150,07/06/2009,350,Olivia Beck,Female,33,Canada,East,650,iPhone 13,Electronics,phone,1,120,0.1,108,70,38,Debit Card,Store,,No,4
1151,08/06/2009,351,Tony Lopez,Female,34,Canada,North,651,Running Shoes,Sports,Shoes,1,1500,0.08,1380,1000,380,PayPal,Online,,No,5
1152,09/06/2009,352,Kate Jenner,Female,35,Canada,West,652,Laptop Pro,Electronics,Laptop,1,800,250,0.05,475,320,Credit Card,store,,No,5
1153,10/06/2009,353,Ishmael Jones,Female,36,Canada,West,653,Office Chair,Home,Chair,1,900,0.05,1710,1200,510,Debit Card,Online,,No,5
1154,11/06/2009,354,Lizzy Luis,Female,37,Canada,North,654,Galaxy A07,Electronics,phone,1,120,0.1,108,70,38,PayPal,Store,,No,3
1155,12/06/2009,355,Dean Terry,Female,38,Canada,West,655,Basketball,Sports,Ball,1,1500,0.08,1380,1000,380,Credit Card,Online,,No,5
1156,13/06/2009,356,Johnny Woods,Female,39,Canada,East,656,Summer dress,Clothing,Dress,1,800,250,0.05,475,320,Credit Card,store,,No,4
1157,14/06/2009,357,Stephen Cary,Female,40,Canada,South,657,Denim Jacket,Clothing,Jacket,1,900,0.05,1710,1200,510,Credit Card,Online,,No,5
1158,15/06/2009,358,John Smith,Female,41,Canada,North,658,Blue hat,Clothing,Hat,10,120,0.1,108,70,38,Credit Card,Store,,No,3
1159,16/06/2009,359,Sarah Brown,Female,42,Canada,West,659,Cookware,Home,Pot,2,1500,0.08,1380,1000,380,Credit Card,Online,,No,4
1160,17/06/2009,360,David Wilson,Female,43,Canada,East,660,Ladle,Home,Spoon,3,900,0.05,1710,1200,510,Credit Card,store,,No,4
1161,18/06/2009,361,Emma Johnson,Female,44,Canada,South,661,iPhone 13,Electronics,phone,2,120,0.1,108,70,38,Credit Card,Online,,No,5
1162,19/06/2009,362,Anthony Walsh,Female,45,Canada,West,662,Running Shoes,Sports,Shoes,1,900,0.05,1710,1200,510,Credit Card,Store,,No,5
1163,20/06/2009,363,Lizzy Gold,Female,46,Canada,South,663,Laptop Pro,Electronics,Laptop,2,120,0.1,108,70,38,Credit Card,Online,,No,4
1164,21/06/2009,364,Olivia Beck,Female,47,Canada,South,664,Office Chair,Home,Chair,2,1500,0.08,1380,1000,380,Credit Card,store,,No,5
1165,22/06/2009,365,Tony Lopez,Female,48,Canada,East,665,Galaxy A07,Electronics,phone,1,900,0.05,1710,1200,510,PayPal,Online,,No,4
1166,23/06/2009,366,Kate Jenner,Female,49,Canada,North,666,Basketball,Sports,Ball,5,120,0.1,108,70,38,Credit Card,Store,,No,3
1167,24/06/2009,367,Ishmael Jones,Female,50,Canada,West,667,Summer dress,Clothing,Dress,2,1500,0.08,1380,1000,380,Debit Card,Online,,No,5
1168,25/06/2009,368,Lizzy Luis,Female,52,Canada,North,668,Denim Jacket,Clothing,Jacket,1,900,0.05,1710,1200,510,PayPal,Online,,No,4
1169,26/06/2009,369,Olivia Beck,Female,54,Canada,South,669,Blue hat,Clothing,Hat,1,120,0.1,108,70,38,Credit Card,Online,,No,3
1170,27/06/2009,370,Tony Lopez,Female,56,Canada,East,670,Cookware,Home,Pot,1,1500,0.08,1380,1000,380,Credit Card,Store,,No,4
1171,28/06/2009,371,Kate Jenner,Female,58,Canada,North,671,Ladle,Home,Spoon,1,800,250,0.05,475,320,Credit Card,Online,,No,4
1172,29/06/2009,372,Ishmael Jones,Female,60,Canada,West,672,iPhone 13,Electronics,phone,10,900,0.05,1710,1200,510,Credit Card,Online,,No,4
1173,30/06/2009,373,Lizzy Luis,Female,62,Canada,West,673,Running Shoes,Sports,Shoes,2,120,0.1,108,70,38,Credit Card,Store,,No,4
1174,01/07/2009,374,Dean Terry,Female,64,Canada,North,674,Laptop Pro,Electronics,Laptop,3,1500,0.08,1380,1000,380,Credit Card,Online,,No,5
1175,02/07/2009,375,Johnny Woods,Female,43,Canada,West,675,Office Chair,Home,Chair,2,800,250,0.05,475,320,Credit Card,Online,,No,5
1176,03/07/2009,376,Stephen Cary,Female,68,Canada,East,676,Galaxy A07,Electronics,phone,1,900,0.05,1710,1200,510,Credit Card,Store,,No,5
1177,04/07/2009,377,John Smith,Female,70,Canada,South,677,Basketball,Sports,Ball,2,120,0.1,108,70,38,Credit Card,Online,,No,3
1178,05/07/2009,378,Sarah Brown,Female,56,Canada,West,678,Summer dress,Clothing,Dress,1,1500,0.08,1380,1000,380,Credit Card,store,,No,5
